time,latent,alpha,beta,lambda
1966-11-15 12:00:00,0.44003075,0.99988484,1.9976462,0.5005315
1966-12-16 00:00:00,0.09527853,1.0011861,2.0009582,0.50035334
1967-01-16 00:00:00,0.28669602,1.0013745,1.9971557,0.5014003
1967-02-14 12:00:00,0.112542115,0.99929947,2.0033228,0.498821
1967-03-16 00:00:00,0.08283323,1.0013971,1.9977227,0.50126934
1967-04-15 12:00:00,0.09350544,1.0018303,1.9993607,0.5010753
1967-05-16 00:00:00,0.055407196,0.9996369,2.0046728,0.4986534
1967-06-15 12:00:00,0.37211314,0.9987434,2.004944,0.49814028
1967-07-16 00:00:00,0.44450042,0.99958664,2.0034633,0.49892935
1967-08-16 00:00:00,0.68051577,0.99933195,2.005994,0.49817294
1967-09-15 12:00:00,0.15126078,0.99951524,2.0069506,0.49802682
1967-10-16 00:00:00,0.85060537,0.999185,2.0028973,0.49886984
1967-11-15 12:00:00,0.06896971,0.999322,2.001311,0.49933368
1967-12-16 00:00:00,0.08398878,0.9998378,1.9995183,0.50003934
1968-01-16 00:00:00,0.0033694217,1.0003247,1.9967045,0.5009879
1968-02-15 00:00:00,0.4170254,0.999723,1.9994465,0.49999988
1968-03-16 00:00:00,0.541494,0.9999306,1.9998978,0.49999085
1968-04-15 12:00:00,0.3382947,1.0001792,2.0056522,0.49868026
1968-05-16 00:00:00,0.23603033,0.9998995,2.004921,0.49872264
1968-06-15 12:00:00,0.015955968,0.9995403,2.0051548,0.49848536
1968-07-16 00:00:00,0.49382693,0.999817,2.0040557,0.4988968
1968-08-16 00:00:00,0.99347425,0.9993118,2.0055387,0.498276
1968-09-15 12:00:00,0.13039267,0.998269,2.0013514,0.49879748
1968-10-16 00:00:00,0.02937748,0.9991002,2.0019965,0.49905193
1968-11-15 12:00:00,0.5956368,0.99879074,2.000691,0.4992229
1968-12-16 00:00:00,1.7357128,1.0013083,1.9982518,0.5010922
1969-01-16 00:00:00,1.012678,1.0026994,2.0012991,0.50102425
1969-02-14 12:00:00,0.06309447,1.0031774,2.0021977,0.50103813
1969-03-16 00:00:00,0.30938625,0.99991006,2.0036702,0.49903923
1969-04-15 12:00:00,0.0019369641,0.9992952,2.000546,0.4995112
1969-05-16 00:00:00,0.3237384,0.9989412,2.003594,0.49857467
1969-06-15 12:00:00,0.14721021,0.9995709,2.003557,0.49889818
1969-07-16 00:00:00,0.5417896,0.9993481,2.002671,0.4990076
1969-08-16 00:00:00,0.27320015,0.9982324,1.9989061,0.49938935
1969-09-15 12:00:00,0.20366721,0.99820966,1.9998223,0.49914917
1969-10-16 00:00:00,0.27806577,0.999107,2.0018291,0.49909705
1969-11-15 12:00:00,0.078429684,0.99887866,2.0014436,0.49907908
1969-12-16 00:00:00,0.3646344,0.999863,1.9982883,0.5003598
1970-01-16 00:00:00,0.09692344,1.002888,1.9981165,0.50191665
1970-02-14 12:00:00,0.15312679,0.99998343,2.0003464,0.49990514
1970-03-16 00:00:00,0.6056305,1.0001497,2.0017,0.49965018
1970-04-15 12:00:00,0.08411405,0.9998282,2.003837,0.49895683
1970-05-16 00:00:00,1.0831698,0.9984713,2.0011356,0.49895236
1970-06-15 12:00:00,0.13117018,0.99960995,2.006975,0.49806798
1970-07-16 00:00:00,0.5782237,0.9994937,2.0035448,0.49886268
1970-08-16 00:00:00,0.63424927,0.9981002,1.9994582,0.49918535
1970-09-15 12:00:00,0.0055917753,0.9983796,1.9985102,0.4995619
1970-10-16 00:00:00,0.91172826,0.9996197,2.0039108,0.49883443
1970-11-15 12:00:00,0.46494713,1.0013996,1.9977779,0.5012567
1970-12-16 00:00:00,0.060888663,1.0013329,1.9979044,0.50119156
1971-01-16 00:00:00,1.0612373,0.9992606,2.0001354,0.49959648
1971-02-14 12:00:00,0.84127,0.99892527,2.0044096,0.49836385
1971-03-16 00:00:00,0.17100194,0.9988187,1.9971951,0.50011075
1971-04-15 12:00:00,0.7352449,0.9993676,2.0052514,0.4983752
1971-05-16 00:00:00,0.18146989,0.9986393,2.0010297,0.4990627
1971-06-15 12:00:00,0.027287064,0.999361,2.003173,0.49888897
1971-07-16 00:00:00,0.24005786,0.9987319,2.0047832,0.49817452
